HIAN_Done,name,category,subcategory,description,profession,specialization,period,title,equititle,family,custom,ke,othernames,theme,birthanddeath
true,Nam Đồng,Địa danh,,"Nam Đồng là tên một làng cổ ở phía Tây Nam Hà Nội. Nam Đồng trước thuộc tổng Hạ, huyện Vĩnh Thuận, phủ Hoài Đức, tới năm 1954 thuộc 4 quận nội thành, nay phố Nam Đồng là ranh giới giữa hai phường Đống Đa và phường Kim Liên. Làng Nam Đồng bắt đầu từ Cống Đá (cống bắc qua sông Lừ trên đường Hà Nội - Hà Đông - nay là khoảng vị trí phố Nguyễn Lương Bằng giao với Trần Hữu Tước) ở phía Bắc, phía Nam giáp làng Khương Thượng, phía Đông giáp sông Lừ, phía Tây giáp làng Thịnh Quang. Làng Nam Đồng vốn ít dân, lại còn bị cắt đất để lập ấp Thái Hà và lấy đất mở rộng đường Hà Nội - Hà Đông (nay là phố Nguyễn Lương Bằng). Đình làng Nam Đồng ở số 73 phố Nguyễn Lương Bằng, thờ Lý Thường Kiệt. Hội làng tổ chức vào mồng 7 tháng hai.",,,,,,,,,,,
true,Nam Dư,Địa danh,,"Nam Dư là tên một ngôi làng cổ ở phía Đông Nam Hà Nội. Làng trước đây thuộc xã Nam Dư, tổng Thanh Trì, huyện Thanh Trì, sau thuộc xã Lĩnh Nam, huyện Thanh Trì. Nay phố Nam Dư thuộc hai phường Hoàng Mai và Vĩnh Hưng. Làng nổi tiếng với lễ hội rước nước (cấp thuỷ) diễn ra cùng với làng Thuý Lĩnh vào ngày 6 tháng Giêng hàng năm. Đình làng Nam Dư Hạ thờ ba vị thành hoàng, là Tam Đầu Cửu Vĩ Long Vương, Thái uý Nguyễn Xí và Lê Gia Hoàng Thái Hậu.",,"Trồng mía nấu mật, trồng dâu nuôi tằm",,,,,Lễ hội rước nước (cấp thuỷ) diễn ra cùng với làng Thuý Lĩnh vào mồng 6 tháng Giêng hàng năm,Kẻ Dựa,,,
false,Nam Đuống,Khác,,,,,,,,,,,,,
,Nam Hồng,,,,,,,,,,,,,,
false,Nam Lai,Địa danh,,,,,,,,,,,,,
false,Nam Ngư,Địa danh,,,,,,,,,,,,,
,Nam Phú,,,,,,,,,,,,,,
true,Nam Sơn,Nhân vật lịch sử,Văn hoá - nghệ thuật,"Nam Sơn, tên thật Nguyễn Vạn Thọ, sinh tại Hà Nội, quê gốc ở huyện Yên Lạc, tỉnh Vĩnh Phúc. Ông là một trong những họa sĩ đầu tiên của nền mỹ thuật hiện đại Việt Nam. Năm 1925, ông cùng họa sĩ Victor Tardieu người Pháp sáng lập Trường Cao đẳng Mỹ thuật Đông Dương, nơi đào tạo nhiều thế hệ họa sĩ nổi tiếng. Trong thời gian Nhật đảo chính Pháp năm 1945, ông được giao quyền quản lý trường với tư cách Hiệu trưởng. Ngoài giảng dạy, ông còn sáng tác nhiều tranh minh họa cho sách giáo khoa và tạp chí, góp phần định hình phong cách hội họa giao thoa giữa truyền thống và hiện đại.","Họa sĩ, giảng viên mỹ thuật",,Cách mạng & kháng chiến,Đồng sáng lập Trường Cao đẳng Mỹ thuật Đông Dương; Giáo sư chuyên ngành Đồ họa và Trang trí; Quyền Hiệu trưởng Trường Mỹ thuật Đông Dương (1945),,,,,,,15/2/1890 - 26/1/1973
false,Nam Tràng,Địa danh,,,,,,,,,,,,,
true,Ngã tư Sở,Địa danh,,"Ngã tư Sở là một ngã tên được đặt theo tên là một làng gần đó. Ngã tư Sở được xây ở khu vực làng Thịnh Quang Sở. Làng trước đây thuộc tổng Hạ, huyện Vĩnh Thuận, nay Ngã tư Sở là ranh giới giữa hai phường Đống Đa và Ô Chợ Dừa. Dân làng vốn từ làng Sở (nay thuộc phường Chương Mỹ, Hà Nội) ra Thăng Long kiếm sống, rồi lấy tên cũ đặt cho làng, gọi là làng Thịnh Quang Sở. Ngã tư Sở là một nút giao giữa đường Vành đai 2 và đường hướng tâm, đi từ phía Hà Nội về các tỉnh phía Tây Nam.",,,,,,,,,,,
false,Nghi Tàm,Địa danh,,"Nghi Tàm là tên một làng cổ ở phía Bắc Hà Nội. Làng thuộc tổng Thượng, huyện Vĩnh Thuận, nay là ranh giới giữa hai phường Tây Hồ và Hồng Hà. Làng gồm 4 xóm là Hoa Mỹ, Lê Viên, Yên Hoà và Làng Dâu. Từ Hoa công chúa là con gái vua Lý Thần Tông xin cho lập một trại tằm tang ở khu vực này, sau đó dạy dân làng nuôi dâu tằm",,"Dệt lưới, nuôi dâu tằm, trồng cây cảnh, trồng hoa, trồng cây thế",,,,,,,"Tích Ma, Tằm Tang",,
,Nghĩa Bình,,,,,,,,,,,,,,
false,Nghĩa Đô,Địa danh,,,,,,,,,,,,,
false,Nghĩa Dũng,Địa danh,,,,,,,,,,,,,
,Nghĩa Lộ,,,,,,,,,,,,,,
true,Nghĩa Tân,Địa danh,,"Nghĩa Tân là một địa danh ở phía Tây Hà Nội. Đây là một địa danh mới, các khu tập thể và phố Nghĩa Tân được xây trên cánh đồng của xã Nghĩa Đô. Năm 1982, xã Nghĩa Đô và khu tập thể tách ra, thành lập thị trấn Nghĩa Đô, huyện Từ Liêm, nhưng do ngày càng phát triển và lấn sang đất của Dịch Vọng nên chia thành hai thị trấn là Nghĩa Đô và Nghĩa Tân, cùng thuộc huyện Từ Liêm. Tháng 10/1997, thành phố thành lập quận Cầu Giấy, cả hai thành phường của quận mới.",,,,,,,,,,,
true,Nghiêm Xuân Yêm,Nhân vật lịch sử,Kỹ thuật,"Nghiêm Xuân Yêm sinh tại làng Tây Mỗ, huyện Từ Liêm, tỉnh Hà Đông (nay thuộc quận Nam Từ Liêm, Hà Nội). Ông tốt nghiệp thủ khoa khóa đầu tiên Trường Cao đẳng Nông Lâm Hà Nội và từng giảng dạy tại Trường Thăng Long. Sau năm 1941, ông từ chối làm việc cho chính quyền thuộc địa và lên Thái Nguyên lập đồn điền. Ông tham gia sáng lập Đảng Dân chủ Việt Nam và hoạt động trong Mặt trận Việt Minh. Trong sự nghiệp chính trị, ông giữ nhiều chức vụ quan trọng trong ngành nông nghiệp, có đóng góp lớn trong cải cách ruộng đất, phát triển nông trường quốc doanh và khoa học kỹ thuật nông nghiệp. Ông được trao Huân chương Sao vàng và tên ông được đặt cho một tuyến đường tại Hà Nội.","Kỹ sư nông nghiệp, chính khách",,Cách mạng & kháng chiến,Bộ trưởng Bộ Canh nông; Bộ trưởng Bộ Nông lâm; Bộ trưởng Bộ Nông nghiệp; Bộ trưởng Bộ Nông trường; Phó Chủ nhiệm thường trực Ủy ban Nông nghiệp Trung ương; Bộ trưởng phụ trách Khoa học và Kỹ thuật Nông nghiệp; Tổng Thư ký Đảng Dân chủ Việt Nam; Phó Chủ tịch Quốc hội khóa VII; Đại biểu Quốc hội khóa I đến VII; Ủy viên Đoàn Chủ tịch Ủy ban Trung ương Mặt trận Tổ quốc Việt Nam khóa I đến III,,,,,,,10/3/1913 - 2001
true,Ngô Đình Mẫn,Nhân vật lịch sử,Cách mạng,"Ngô Đình Mẫn sinh tại làng La Khê Tây, huyện Hoài Đức, tỉnh Hà Đông (nay thuộc quận Hà Đông, Hà Nội). Ông xuất thân trong một gia đình khoa bảng, từng học tại Trường Kỹ nghệ thực hành và làm việc tại hãng sửa chữa ô tô Aviat ở Hà Nội. Năm 1926, ông gia nhập Tân Việt Cách mạng Đảng, sau đó trở thành ủy viên Kỳ bộ Bắc Kỳ. Tháng 12 năm 1929, ông là đại biểu duy nhất của Bắc Kỳ tham dự hội nghị thành lập Đông Dương Cộng sản Liên đoàn. Sau khi tổ chức này sáp nhập vào Đảng Cộng sản Việt Nam, ông tiếp tục hoạt động cách mạng, phụ trách công tác tài chính và chỉ đạo phong trào tại Hải Phòng. Năm 1931, ông bị bắt và bị kết án khổ sai chung thân, lưu đày tại nhà tù Sơn La, nơi ông mất năm 1933. Năm 1988, ông được công nhận là liệt sĩ tiền bối cách mạng. Tên ông được đặt cho một tuyến phố ở gần quê hương ông để tưởng nhớ công lao.",Nhà cách mạng,,Nhà Nguyễn & Pháp thuộc,Ủy viên Kỳ bộ Bắc Kỳ Tân Việt Cách mạng Đảng; Xứ ủy viên Xứ ủy Bắc Kỳ Đảng Cộng sản Việt Nam,,,,,,,1905 - 1933
true,Ngô Gia Khảm,Nhân vật lịch sử,Kỹ thuật,"Ngô Gia Khảm sinh tại xã Tam Sơn, thị xã Từ Sơn, tỉnh Bắc Ninh. Ông tham gia hoạt động cách mạng từ năm 1928 và bị bắt giam trong thời kỳ thực dân Pháp. Sau khi ra tù, ông trở thành một trong những người đầu tiên xây dựng Xưởng Quân giới tại chiến khu Việt Bắc, chế tạo thành công lựu đạn và thuốc nổ phục vụ kháng chiến. Trong quá trình lao động, ông nhiều lần bị thương nhưng vẫn tiếp tục công việc. Sau năm 1954, ông giữ vai trò lãnh đạo tại Nhà máy Toa xe lửa Gia Lâm, đóng góp vào phát triển ngành công nghiệp đường sắt. Năm 1952, ông được Nhà nước phong tặng danh hiệu Anh hùng Lao động. Tên ông được đặt cho một con đường dẫn vào Nhà máy Xe lửa Gia Lâm để tri ân.","Công nhân quân giới, nhà quản lý công nghiệp",,Cách mạng & kháng chiến,"Giám đốc kiêm Bí thư Đảng ủy Nhà máy Toa xe lửa Gia Lâm, Trưởng ban Thanh tra Bộ Giao thông Vận tải",,,,,,,19/9/1912 - 1990
true,Ngô Gia Tự,Nhân vật lịch sử,Cách mạng,"Ngô Gia Tự sinh tại thôn Tam Sơn, huyện Từ Sơn, tỉnh Bắc Ninh, trong một gia đình nho học. Ông tham gia Hội Việt Nam Cách mạng Thanh niên từ năm 1926 và được cử sang Quảng Châu dự lớp huấn luyện do Nguyễn Ái Quốc tổ chức. Sau khi trở về, ông xây dựng cơ sở cách mạng tại Bắc Ninh – Bắc Giang, rồi trở thành Bí thư Tỉnh bộ và sau đó là Ủy viên Kỳ bộ Bắc Kỳ. Năm 1929, ông là một trong những người đề xuất thành lập Đảng Cộng sản Việt Nam. Sau khi Đảng ra đời, ông được cử làm Bí thư Xứ ủy lâm thời Nam Kỳ. Năm 1930, ông bị bắt tại Sài Gòn, đày ra Côn Đảo và mất tích trong một cuộc vượt ngục năm 1935.",Nhà cách mạng,,Nhà Nguyễn & Pháp thuộc,Bí thư Tỉnh bộ Việt Nam Cách mạng Thanh niên Bắc Ninh – Bắc Giang; Ủy viên Kỳ bộ Bắc Kỳ Việt Nam Cách mạng Thanh niên; Bí thư Xứ ủy lâm thời Đảng bộ Nam Kỳ,,,,,,,3/12/1908 - 1935
true,Ngô Huy Quỳnh,Nhân vật lịch sử,Kỹ thuật,"Ngô Huy Quỳnh sinh tại thôn Ngọc Lập, xã Phùng Chí Kiên, huyện Mỹ Hào, tỉnh Hưng Yên. Ông tốt nghiệp Trường Cao đẳng Mỹ thuật Đông Dương và là một trong những kiến trúc sư đầu tiên của Việt Nam được đào tạo bài bản. Năm 1945, ông thiết kế và chỉ đạo thi công Lễ đài Độc lập tại Quảng trường Ba Đình. Sau đó, ông tham gia kháng chiến tại Việt Bắc và góp phần thành lập Đoàn Kiến trúc sư Việt Nam. Ông chủ trì đồ án quy hoạch Thủ đô Hà Nội, thiết kế tiểu khu Kim Liên và tham gia xây dựng các công trình như Quảng trường Ba Đình, phương án Lăng Chủ tịch Hồ Chí Minh. Ngoài ra, ông còn giảng dạy và viết nhiều giáo trình chuyên ngành, đào tạo nhiều thế hệ kiến trúc sư cho đất nước.","Kiến trúc sư, giáo sư",,Cách mạng & kháng chiến,"Giáo sư ngành kiến trúc, thành viên sáng lập Đoàn Kiến trúc sư Việt Nam, cán bộ Bộ Kiến trúc, giảng viên Đại học Bách khoa Hà Nội và Đại học Kiến trúc Hà Nội",,,,,,,15/5/1920 - 2003
true,Ngô Quyền,Nhân vật lịch sử,Phong kiến,"Ngô Quyền sinh tại thôn Cam Lâm, xã Đường Lâm, thị xã Sơn Tây, Hà Nội. Ông xuất thân từ dòng họ hào trưởng, từng giữ chức Tiết độ sứ Tĩnh Hải quân sau khi đánh bại Kiều Công Tiễn. Năm 938, ông chỉ huy trận Bạch Đằng, đánh bại quân Nam Hán do Hoằng Thao chỉ huy, chấm dứt gần một nghìn năm Bắc thuộc. Năm 939, ông xưng vương, đóng đô tại Cổ Loa, mở đầu thời kỳ độc lập tự chủ của Việt Nam dưới triều Ngô. Ông mất năm 944, được sử sách ghi nhận là người đặt nền móng cho nhà nước phong kiến độc lập đầu tiên sau thời Bắc thuộc.","Tướng lĩnh quân sự, vua",,Bắc Thuộc & khởi nghĩa,Tiết độ sứ Tĩnh Hải quân; Ngô Vương (Tiền Ngô Vương),,Con rể của Dương Đình Nghệ,,,,,17/4/898 - 14/2/944
true,Ngô Sĩ Liên,Nhân vật lịch sử,Quan chức,"Ngô Sĩ Liên sinh tại làng Chúc Lý, huyện Chương Đức (nay thuộc huyện Chương Mỹ, Hà Nội). Ông đỗ tiến sĩ khoa Nhâm Tuất (1442) dưới triều Lê Thái Tông và từng giữ nhiều chức vụ quan trọng trong triều đình nhà Lê. Ông là tác giả chính của bộ Đại Việt sử ký toàn thư, công trình sử học lớn gồm 15 quyển, ghi chép lịch sử Việt Nam từ thời Hồng Bàng đến năm 1428. Bộ sử này được biên soạn theo lệnh vua Lê Thánh Tông và là tài liệu nền tảng cho các công trình sử học sau này. Ông từng tham gia khởi nghĩa Lam Sơn với vai trò thư ký và có đóng góp trong hoạt động ngoại giao thời kỳ đầu kháng chiến chống Minh.","Sử gia, chính trị gia",,Nhà Hậu Lê,"Đô ngự sử, Lễ bộ Hữu thị lang, Triều liệt đại phu kiêm Quốc Tử Giám Tư nghiệp, Sử quan tu soạn",,,,,,, - 
true,Ngô Tất Tố,Nhân vật lịch sử,Văn hoá - nghệ thuật,"Ngô Tất Tố sinh tại làng Lộc Hà, phủ Từ Sơn, tỉnh Bắc Ninh (nay thuộc huyện Đông Anh, Hà Nội). Ông là một trong những cây bút tiêu biểu của văn học hiện thực phê phán giai đoạn trước 1945. Tác phẩm nổi bật của ông gồm “Tắt đèn”, “Lều chõng”, “Việc làng”, phản ánh sâu sắc đời sống nông dân dưới chế độ phong kiến. Ngoài sáng tác, ông còn hoạt động báo chí với nhiều bút danh khác nhau và tham gia công tác văn hóa trong kháng chiến chống Pháp. Sau năm 1945, ông tiếp tục viết và giữ vai trò trong các tổ chức văn nghệ kháng chiến.","Nhà văn, nhà báo, dịch giả, nhà nghiên cứu",,Nhà Nguyễn & Pháp thuộc,Ủy viên Ban chấp hành Hội Văn nghệ Việt Nam; Chi hội trưởng Chi hội Văn nghệ Việt Bắc; Hội viên Hội Văn hóa cứu quốc,,,,,,,1893 - 20/4/1954
true,Ngô Thì Nhậm,Nhân vật lịch sử,Văn hoá - nghệ thuật,"Ngô Thì Nhậm sinh tại làng Tả Thanh Oai, huyện Thanh Oai, tỉnh Hà Tây (nay thuộc huyện Thanh Trì, Hà Nội), trong một gia đình có truyền thống văn học. Ông đỗ tiến sĩ năm 1775, từng làm quan dưới triều Lê – Trịnh, sau đó về ở ẩn và viết sách. Khi Tây Sơn ra Bắc, ông cộng tác với Nguyễn Huệ, giữ chức Thượng thư và tham gia biên soạn nhiều văn kiện chính trị. Ông có nhiều công trình văn học và lịch sử như “Hải Đông chí lược”, “Xuân Thu quản kiến”, “Viên văn tập”. Về cuối đời, ông xuất gia, lấy pháp hiệu Hải Lượng thiền sư.","Nhà văn, nhà thơ, quan lại, tu sĩ Phật giáo",,Nhà Tây Sơn,Hiến sát phó sứ Hải Dương; Giám sát ngự sử đạo Sơn Nam; Đốc đồng Kinh Bắc và Thái Nguyên; Công bộ Hữu thị lang; Thượng thư Bộ Lại và Bộ Binh triều Tây Sơn; Tĩnh phái hầu,,Con của Ngô Thì Sỹ,,,,,25/10/1746 - 1803
true,Ngô Thì Sỹ,Nhân vật lịch sử,Văn hoá - nghệ thuật,"Ngô Thì Sỹ, tự Thế Lộc, hiệu Ngọ Phong, là một học giả lớn thời Lê trung hưng. Ông sinh tại làng Tả Thanh Oai, trấn Sơn Nam (nay thuộc huyện Thanh Trì, Hà Nội), trong một gia đình Nho học nổi tiếng. Ông từng giữ nhiều chức vụ quan trọng trong triều đình như Hiến sát sứ, Tham chính và Đốc trấn, đồng thời là người sáng lập Ngô gia văn phái. Ông để lại nhiều tác phẩm sử học có giá trị như Việt sử tiêu án, Đại Việt sử ký tiền biên, và tham gia biên soạn Hoàng Lê nhất thống chí. Trong thời gian làm quan tại Lạng Sơn, ông có công khai thác động Nhị Thanh, biến nơi này thành thắng tích văn hóa.","Nhà sử học, nhà thơ, quan lại",,Phân tranh,"Hiến sát sứ Thanh Hóa, Tham chính Nghệ An, Đốc trấn Lạng Sơn",,Cha của Ngô Thì Nhậm,,,,,15/10/1726 - 22/10/1780
true,Ngô Văn Sở,Nhân vật lịch sử,Quân sự,"Ngô Văn Sở là một danh tướng của triều Tây Sơn, quê ở Bình Khê, Quy Nhơn (nay thuộc huyện Tây Sơn, tỉnh Bình Định). Ông tham gia khởi nghĩa Tây Sơn từ những ngày đầu và lập nhiều chiến công lớn, đặc biệt trong chiến dịch đánh bại quân Thanh năm 1789. Sau chiến thắng, ông được giao trấn giữ Bắc Hà và giữ chức Trấn thủ Thăng Long. Dưới thời vua Cảnh Thịnh, ông được phong Đại đổng lý, tiếp tục đảm nhiệm các công việc quân sự và hành chính tại miền Bắc.",Tướng lĩnh quân đội,,Nhà Tây Sơn,Đại tư mã; Đại đổng lý; Trấn thủ Thăng Long; tước Ích Quốc công,,,,,,, - 1795
true,Ngô Viết Thụ,Nhân vật lịch sử,Kỹ thuật,"Ngô Viết Thụ sinh tại làng Lang Xá, xã Thủy Thanh, thị xã Hương Thủy, tỉnh Thừa Thiên Huế. Ông là người Việt Nam đầu tiên đoạt giải Khôi nguyên La Mã về kiến trúc tại Pháp năm 1955, một giải thưởng danh giá quốc tế. Sau khi về nước, ông thiết kế nhiều công trình tiêu biểu như Dinh Độc Lập, Nhà thờ Phủ Cam, Chợ Đà Lạt, Trường Đại học Sư phạm Huế và Trường Đại học Y khoa Sài Gòn. Các thiết kế của ông kết hợp hài hòa giữa kiến trúc hiện đại và yếu tố truyền thống, có ảnh hưởng lớn đến quy hoạch đô thị Việt Nam giai đoạn giữa thế kỷ XX.",Kiến trúc sư,,Cách mạng & kháng chiến,Khôi nguyên La Mã ngành kiến trúc; Viện sĩ Danh dự Viện Kiến trúc Hoa Kỳ; Kiến trúc sư trưởng Dinh Độc Lập; Chủ nhiệm Văn phòng Tư vấn Kiến trúc và Chỉnh trang lãnh thổ Sài Gòn,,,,,,,17/9/1926 - 9/3/2000
false,Ngoạ Long,Địa danh,,"Ngọa Long là một làng cổ thuộc phường Phúc Diễn, quận Bắc Từ Liêm, Hà Nội, nằm trong vùng Kẻ Diễn xưa. Tên làng mang ý nghĩa “rồng nằm”, gợi liên tưởng đến sự tích Gia Cát Lượng thời Tam Quốc, biểu tượng cho trí tuệ tiềm ẩn. Làng có truyền thống nghề phụ như hàn nồi đồng, buôn bán lông gà lông vịt và đồng nát, từng là nguồn sống chính của nhiều hộ dân. Đình làng thờ Đức Thánh Tam Giang – vị tướng thủy quân thời Hùng Vương, cùng các vị thần bản thổ. Vị trí làng nằm gần đường Hồ Tùng Mậu, là một trong những điểm dân cư lâu đời phía Tây kinh thành Thăng Long, góp phần vào tiến trình đô thị hóa hiện đại của Hà Nội.",,"Hàn nồi đồng, buôn bán lông gà lông vịt, đồng nát",,,,,,Kẻ Diễn,,,
true,Ngọc Hà,Địa danh,,"Ngọc Hà là tên một làng cổ ở phía Tây Hà Nội. Làng trước thuộc tổng Nội, huyện Vĩnh Thuận, nay phố Ngọc Hà thuộc phường Ba Đình. Làng thuộc hệ thống Thập tam trại của kinh thành Thăng Long. Hai làng Ngọc Hà và Hữu Tiệp nổi tiếng với nghề trồng hoa, cung cấp hoa cho Thăng Long và các vùng lân cận, nên hai làng này được gọi là Trại Hàng Hoa.",,"Trồng hoa màu, đặc biệt là rau xanh và hoa cúc",,,,,,,,,
false,Ngọc Hồi,Địa danh,,,,,,,,,,,,,
false,Ngọc Khánh,Địa danh,,,,,,,,,,,Bảo Khánh,,
false,Ngọc Lâm,Địa danh,,,,,,,,,,,,,
,Ngọc Sơn,,,,,,,,,,,,,,
false,Ngọc Thuỵ,Địa danh,,"Ngọc Thuỵ là tên một làng cổ nằm ở tả ngạn sông Hồng, trước đây thuộc tổng Gia Thuỵ, huyện Gia Lâm, phủ Thuận An, trấn Kinh Bắc, nay thuộc phường Hồng Hà, thành phố Hà Nội",,,,,,,,,,,
false,Ngọc Trì,Không rõ,,,,,,,,,,,,,
false,Ngọc Trục,Địa danh,,,,,,,,,,,,,
false,Ngũ Nhạc,Địa danh,,,,,,,,,,,,,
false,Ngũ Xã,Địa danh,,,,,,,,,,,,,
true,Nguỵ Như Kon Tum,Nhân vật lịch sử,Giáo dục,"Nguỵ Như Kon Tum sinh tại Kon Tum, quê gốc ở xã Minh Hương, huyện Hương Trà, tỉnh Thừa Thiên Huế. Ông học tiểu học tại Huế, trung học tại Trường Bưởi (Hà Nội), sau đó du học tại Pháp và tốt nghiệp cử nhân Vật lý, thạc sĩ Lý–Hóa tại Đại học Paris. Ông từng làm nghiên cứu sinh tại phòng thí nghiệm của Frédéric Joliot-Curie. Sau khi về nước, ông giảng dạy tại nhiều trường trung học và tham gia hoạt động giáo dục, khoa học. Trong kháng chiến chống Pháp, ông giữ nhiều chức vụ trong ngành giáo dục và là người đặt nền móng cho giáo dục đại học Việt Nam. Năm 1956, ông được bổ nhiệm làm Hiệu trưởng đầu tiên của Đại học Tổng hợp Hà Nội. Ông còn tham gia biên soạn sách giáo khoa và từ điển bách khoa, có nhiều đóng góp cho ngành vật lý Việt Nam.","Nhà giáo, nhà khoa học vật lý",,Cách mạng & kháng chiến,Hiệu trưởng đầu tiên Đại học Tổng hợp Hà Nội; Đổng lý Sự vụ Bộ Quốc gia Giáo dục; Tổng Giám đốc Trung học vụ; Giám đốc Trường Sư phạm cao cấp; Chủ tịch Hội Vật lý Việt Nam; Ủy viên Đoàn Chủ tịch Liên hiệp các Hội Khoa học và Kỹ thuật Việt Nam,,,,,,,3/5/1913 - 28/3/1991
true,Nguyễn An Ninh,Nhân vật lịch sử,Cách mạng,"Nguyễn An Ninh sinh tại xã Long Thượng, huyện Cần Giuộc, tỉnh Chợ Lớn (nay thuộc tỉnh Long An), trong một gia đình trí thức Nho học. Ông từng du học tại Đại học Sorbonne (Pháp), tốt nghiệp cử nhân Luật hạng xuất sắc. Sau khi về nước năm 1923, ông sáng lập tờ báo La Cloche Fêlée bằng tiếng Pháp, cổ vũ tư tưởng tiến bộ và phản đối chính quyền thực dân. Ông tham gia nhiều phong trào yêu nước, từng bị bắt giam nhiều lần và cuối cùng hy sinh tại nhà tù Côn Đảo năm 1943. Nguyễn An Ninh được ghi nhận là một trí thức lớn có ảnh hưởng sâu rộng đến phong trào cách mạng Việt Nam đầu thế kỷ XX.",Nhà cách mạng; Nhà báo; Nhà văn; Nhà nghiên cứu tôn giáo,,Nhà Nguyễn & Pháp thuộc,Người sáng lập báo La Cloche Fêlée; Lãnh đạo Thanh niên Cao vọng Đảng,,,,,,,15/9/1900 - 14/8/1943
true,Nguyễn Bá Khoản,Nhân vật lịch sử,Cách mạng,"Nguyễn Bá Khoản sinh tại thôn Liễu Viên, xã Nghiêm Xuyên, huyện Thường Tín, tỉnh Hà Tây (nay thuộc Hà Nội). Ông là một trong những người tiên phong trong lĩnh vực nhiếp ảnh tư liệu tại Việt Nam, ghi lại nhiều sự kiện lịch sử từ thời kỳ Mặt trận Dân chủ Đông Dương, Cách mạng Tháng Tám đến kháng chiến chống Pháp và chống Mỹ. Trong hơn 60 năm cầm máy, ông đã để lại hàng vạn phim và ảnh, nhiều trong số đó được sử dụng trong các bảo tàng và triển lãm lớn. Năm 1996, ông được truy tặng Giải thưởng Hồ Chí Minh về văn học nghệ thuật.",Nghệ sĩ nhiếp ảnh,,Cách mạng & kháng chiến,"Phóng viên các báo Tin tức, Thời Thế, Bạn Dân, Cứu Quốc; Trưởng phái đoàn thanh tra mặt trận Nam Bộ; Chủ tịch Ủy ban hành chính lâm thời huyện Phú Xuyên; Thành viên Ủy ban Quân chính Hà Nội; Phóng viên ảnh Ban Điều tra Tội ác của Đế quốc Mỹ",,,,,,,3/7/1917 - 30/3/1993
true,Nguyễn Bặc,Nhân vật lịch sử,Quan chức,"Nguyễn Bặc quê tại động Hải Nham (nay thuộc xã Ninh Hải, huyện Hoa Lư, tỉnh Ninh Bình). Ông là bạn từ thuở nhỏ và là một trong những tướng lĩnh chủ chốt cùng Đinh Bộ Lĩnh dẹp loạn 12 sứ quân, thống nhất đất nước và lập ra nhà nước Đại Cồ Việt. Năm 970, ông được vua Đinh Tiên Hoàng phong làm Định Quốc công, đứng đầu triều đình về quản lý hành chính và quân sự. Năm 979, sau khi Đinh Tiên Hoàng và Đinh Liễn bị ám hại, ông cùng một số đại thần cất quân chống lại Lê Hoàn nhằm bảo vệ ngai vàng của nhà Đinh nhưng thất bại và bị bắt giết. Ông được hậu thế tôn vinh là một trong những khai quốc công thần tiêu biểu của nhà Đinh.","Đại thần, Nhà quân sự thời Đinh",,Độc lập tự chủ sớm,Định Quốc công,Thủ tướng Chính phủ,Em của Nguyễn Bồ,,,,,924 - 979
true,Nguyễn Biểu,Nhân vật lịch sử,Quan chức,"Nguyễn Biểu sinh tại làng Bình Hồ, huyện La Sơn, trấn Nghệ An (nay thuộc xã Yên Hồ, huyện Đức Thọ, tỉnh Hà Tĩnh). Ông đỗ Thái học sinh cuối thời Trần và giữ chức Điện tiền Ngự sử dưới triều Trùng Quang Đế. Năm 1413, ông được cử đi sứ sang trại quân Minh để giảng hòa, thực hiện kế hoãn binh. Trong buổi tiếp sứ, ông bị tướng Trương Phụ ép ăn đầu người để thị uy, nhưng ông vẫn bình thản ứng đối và ngâm thơ. Sau đó, ông bị giết bằng cách trói vào chân cầu để nước triều dâng nhấn chìm. Ông được nhân dân tôn thờ là Nghĩa vương và nhiều triều đại sau truy phong là Phúc thần.","Quan lại, nhà ngoại giao, nhà thơ",,Nhà Hồ & Minh thuộc,Thái học sinh (Tiến sĩ); Điện tiền Ngự sử triều Hậu Trần; Sứ thần đi sứ nhà Minh,,,,,,,1350 - 1413
true,Nguyễn Bỉnh Khiêm,Nhân vật lịch sử,Văn hoá - nghệ thuật,"Nguyễn Bỉnh Khiêm sinh tại làng Trung Am, huyện Vĩnh Lại, phủ Hạ Hồng, trấn Hải Dương (nay thuộc xã Lý Học, huyện Vĩnh Bảo, TP Hải Phòng). Ông đỗ Trạng nguyên năm 1535, từng làm quan dưới triều Mạc nhưng sau từ quan, về dạy học và viết sách tại Bạch Vân Am. Ông được biết đến với tài tiên tri qua các bài sấm ký, ảnh hưởng đến nhiều nhân vật lịch sử như Nguyễn Hoàng. Tác phẩm tiêu biểu gồm “Bạch Vân am thi tập”, “Sấm Trạng Trình”, và nhiều bài thơ chữ Hán, chữ Nôm. Sau khi mất, ông được nhân dân tôn kính và thờ phụng tại quê nhà.","Nhà thơ, nhà giáo, nhà triết học, quan lại",,Phân tranh,Trạng nguyên triều Mạc; Trình Tuyền hầu; Trình Quốc công; Quốc sư; Tuyết Giang phu tử,,,,,,,13/5/1491 - 28/11/1585
