name:trivia,processedname,ward,trivia,localhero
Ngõ 314 Đường Đê La Thành - Văn Miếu - Quốc Tử Giám,La Thành,Văn Miếu - Quốc Tử Giám,,
Ngõ 316 Đường Đê La Thành - Văn Miếu - Quốc Tử Giám,La Thành,Văn Miếu - Quốc Tử Giám,,
Ngõ 316 Đường La Thành - Văn Miếu - Quốc Tử Giám,La Thành,Văn Miếu - Quốc Tử Giám,,
Ngõ 324 Đường Đê La Thành - Văn Miếu - Quốc Tử Giám,La Thành,Văn Miếu - Quốc Tử Giám,,
Ngõ 350 Đường Đê La Thành - Văn Miếu - Quốc Tử Giám,La Thành,Văn Miếu - Quốc Tử Giám,,
Ngõ 36 Đường Đê La Thành - Văn Miếu - Quốc Tử Giám,La Thành,Văn Miếu - Quốc Tử Giám,,
Ngõ 6 Đường Đê La Thành - Văn Miếu - Quốc Tử Giám,La Thành,Văn Miếu - Quốc Tử Giám,,
Ngõ 66 Đường Đê La Thành - Văn Miếu - Quốc Tử Giám,La Thành,Văn Miếu - Quốc Tử Giám,,
Ngõ 84 Đường Đê La Thành - Văn Miếu - Quốc Tử Giám,La Thành,Văn Miếu - Quốc Tử Giám,,
Ngõ 96 Đường Đê La Thành - Văn Miếu - Quốc Tử Giám,La Thành,Văn Miếu - Quốc Tử Giám,,
Ngõ Lan Bá - Văn Miếu - Quốc Tử Giám,Lan Bá,Văn Miếu - Quốc Tử Giám,,
Đường Lê Duẩn - Văn Miếu - Quốc Tử Giám,Lê Duẩn,Văn Miếu - Quốc Tử Giám,,
Ngách 378/17 Đường Lê Duẩn - Văn Miếu - Quốc Tử Giám,Lê Duẩn,Văn Miếu - Quốc Tử Giám,,
Ngách 378/47 Đường Lê Duẩn - Văn Miếu - Quốc Tử Giám,Lê Duẩn,Văn Miếu - Quốc Tử Giám,,
Ngõ 222 Đường Lê Duẩn - Văn Miếu - Quốc Tử Giám,Lê Duẩn,Văn Miếu - Quốc Tử Giám,,
Ngõ 304 Đường Lê Duẩn - Văn Miếu - Quốc Tử Giám,Lê Duẩn,Văn Miếu - Quốc Tử Giám,,
Ngõ 354 Đường Lê Duẩn - Văn Miếu - Quốc Tử Giám,Lê Duẩn,Văn Miếu - Quốc Tử Giám,,
Ngõ 370 Đường Lê Duẩn - Văn Miếu - Quốc Tử Giám,Lê Duẩn,Văn Miếu - Quốc Tử Giám,,
Ngõ 378 Đường Lê Duẩn - Văn Miếu - Quốc Tử Giám,Lê Duẩn,Văn Miếu - Quốc Tử Giám,,
Ngõ 442 Đường Lê Duẩn - Văn Miếu - Quốc Tử Giám,Lê Duẩn,Văn Miếu - Quốc Tử Giám,,
Ngõ Lệnh Cư - Văn Miếu - Quốc Tử Giám,Lệnh Cư,Văn Miếu - Quốc Tử Giám,,
Hẻm 46/38 Ngõ Linh Quang - Văn Miếu - Quốc Tử Giám,Linh Quang,Văn Miếu - Quốc Tử Giám,,
Hẻm 51/89 Ngõ Linh Quang - Văn Miếu - Quốc Tử Giám,Linh Quang,Văn Miếu - Quốc Tử Giám,,
Hẻm 51/92 Ngõ Linh Quang - Văn Miếu - Quốc Tử Giám,Linh Quang,Văn Miếu - Quốc Tử Giám,,
Ngách 101 Ngõ Linh Quang - Văn Miếu - Quốc Tử Giám,Linh Quang,Văn Miếu - Quốc Tử Giám,,
Ngách 24 Ngõ Linh Quang - Văn Miếu - Quốc Tử Giám,Linh Quang,Văn Miếu - Quốc Tử Giám,,
Ngách 35 Ngõ Linh Quang - Văn Miếu - Quốc Tử Giám,Linh Quang,Văn Miếu - Quốc Tử Giám,,
Ngách 36 Ngõ Linh Quang - Văn Miếu - Quốc Tử Giám,Linh Quang,Văn Miếu - Quốc Tử Giám,,
Ngách 46 Ngõ Linh Quang - Văn Miếu - Quốc Tử Giám,Linh Quang,Văn Miếu - Quốc Tử Giám,,
Ngách 48 Ngõ Linh Quang - Văn Miếu - Quốc Tử Giám,Linh Quang,Văn Miếu - Quốc Tử Giám,,
Ngách 49 Ngõ Linh Quang - Văn Miếu - Quốc Tử Giám,Linh Quang,Văn Miếu - Quốc Tử Giám,,
Ngách 51 Ngõ Linh Quang - Văn Miếu - Quốc Tử Giám,Linh Quang,Văn Miếu - Quốc Tử Giám,,
Ngách 55 Linh Quang - Văn Miếu - Quốc Tử Giám,Linh Quang,Văn Miếu - Quốc Tử Giám,,
Ngách 59 Ngõ Linh Quang - Văn Miếu - Quốc Tử Giám,Linh Quang,Văn Miếu - Quốc Tử Giám,,
Ngách 6 Ngõ Linh Quang A - Văn Miếu - Quốc Tử Giám,Linh Quang,Văn Miếu - Quốc Tử Giám,,
Ngách 70 Ngõ Linh Quang - Văn Miếu - Quốc Tử Giám,Linh Quang,Văn Miếu - Quốc Tử Giám,,
Ngách 91 Ngõ Linh Quang - Văn Miếu - Quốc Tử Giám,Linh Quang,Văn Miếu - Quốc Tử Giám,,
Ngách 94 Ngõ Linh Quang - Văn Miếu - Quốc Tử Giám,Linh Quang,Văn Miếu - Quốc Tử Giám,,
Ngõ Linh Quang - Văn Miếu - Quốc Tử Giám,Linh Quang,Văn Miếu - Quốc Tử Giám,,
Ngõ Linh Quang A - Văn Miếu - Quốc Tử Giám,Linh Quang,Văn Miếu - Quốc Tử Giám,,
Ngõ Linh Quang B - Văn Miếu - Quốc Tử Giám,Linh Quang,Văn Miếu - Quốc Tử Giám,,
Phố Hồ Linh Quang - Văn Miếu - Quốc Tử Giám,Linh Quang,Văn Miếu - Quốc Tử Giám,,
Ngách 62 Ngõ Lương Sử C - Văn Miếu - Quốc Tử Giám,Lương Sử,Văn Miếu - Quốc Tử Giám,,
Ngách 68 Ngõ Lương Sử C - Văn Miếu - Quốc Tử Giám,Lương Sử,Văn Miếu - Quốc Tử Giám,,
Ngõ Lương Sử A - Văn Miếu - Quốc Tử Giám,Lương Sử,Văn Miếu - Quốc Tử Giám,,
Ngõ Lương Sử B - Văn Miếu - Quốc Tử Giám,Lương Sử,Văn Miếu - Quốc Tử Giám,,
Ngõ Lương Sử C - Văn Miếu - Quốc Tử Giám,Lương Sử,Văn Miếu - Quốc Tử Giám,,
Ngõ Miếu Chợ - Văn Miếu - Quốc Tử Giám,Miếu Chợ,Văn Miếu - Quốc Tử Giám,,
Ngõ Nam Lai - Văn Miếu - Quốc Tử Giám,Nam Lai,Văn Miếu - Quốc Tử Giám,,
Ngõ 34 Phố Ngô Sĩ Liên - Văn Miếu - Quốc Tử Giám,Ngô Sĩ Liên,Văn Miếu - Quốc Tử Giám,,
Ngõ Ngô Sĩ Liên - Văn Miếu - Quốc Tử Giám,Ngô Sĩ Liên,Văn Miếu - Quốc Tử Giám,,
Phố Ngô Sĩ Liên - Văn Miếu - Quốc Tử Giám,Ngô Sĩ Liên,Văn Miếu - Quốc Tử Giám,,
Phố Ngô Tất Tố - Văn Miếu - Quốc Tử Giám,Ngô Tất Tố,Văn Miếu - Quốc Tử Giám,,
Ngõ 115 Phố Nguyễn Khuyến - Văn Miếu - Quốc Tử Giám,Nguyễn Khuyến,Văn Miếu - Quốc Tử Giám,,
Phố Nguyễn Khuyến - Văn Miếu - Quốc Tử Giám,Nguyễn Khuyến,Văn Miếu - Quốc Tử Giám,"Phố có tên cũ là Sinh Từ, do trước đây có sinh từ (đền thờ người còn sống) của Nguyễn Hữu Độ, nay đã bị phá.",
Ngõ 35 Phố Nguyễn Như Đổ - Văn Miếu - Quốc Tử Giám,Nguyễn Như Đổ,Văn Miếu - Quốc Tử Giám,,
Phố Nguyễn Như Đổ - Văn Miếu - Quốc Tử Giám,Nguyễn Như Đổ,Văn Miếu - Quốc Tử Giám,,
Ngõ 109 Phố Ô Đồng Lầm - Văn Miếu - Quốc Tử Giám,Ô Đồng Lầm,Văn Miếu - Quốc Tử Giám,,
Ngõ 63 Phố Ô Đồng Lầm - Văn Miếu - Quốc Tử Giám,Ô Đồng Lầm,Văn Miếu - Quốc Tử Giám,,
Ngõ 65 Phố Ô Đồng Lầm - Văn Miếu - Quốc Tử Giám,Ô Đồng Lầm,Văn Miếu - Quốc Tử Giám,,
Phố Ô Đồng Lầm - Văn Miếu - Quốc Tử Giám,Ô Đồng Lầm,Văn Miếu - Quốc Tử Giám,,
Ngõ Phổ Giác - Văn Miếu - Quốc Tử Giám,Phổ Giác,Văn Miếu - Quốc Tử Giám,,
Ngõ 21 Phố Quốc Tử Giám - Văn Miếu - Quốc Tử Giám,Quốc Tử Giám,Văn Miếu - Quốc Tử Giám,,
Ngõ 25 Quốc Tử Giám - Văn Miếu - Quốc Tử Giám,Quốc Tử Giám,Văn Miếu - Quốc Tử Giám,,
Ngõ 65 Quốc Tử Giám - Văn Miếu - Quốc Tử Giám,Quốc Tử Giám,Văn Miếu - Quốc Tử Giám,,
Phố Quốc Tử Giám - Văn Miếu - Quốc Tử Giám,Quốc Tử Giám,Văn Miếu - Quốc Tử Giám,,
Ngõ Sân Quần - Văn Miếu - Quốc Tử Giám,Sân Quần,Văn Miếu - Quốc Tử Giám,,
Ngõ Thanh Miến - Văn Miếu - Quốc Tử Giám,Thanh Miến,Văn Miếu - Quốc Tử Giám,,
Ngách 65 Ngõ Thiên Hùng - Văn Miếu - Quốc Tử Giám,Thiên Hùng,Văn Miếu - Quốc Tử Giám,,
Ngõ Thiên Hùng - Văn Miếu - Quốc Tử Giám,Thiên Hùng,Văn Miếu - Quốc Tử Giám,,
Hẻm 79/8 Ngõ Thổ Quan - Văn Miếu - Quốc Tử Giám,Thổ Quan,Văn Miếu - Quốc Tử Giám,,
Ngách 107 Ngõ Thổ Quan - Văn Miếu - Quốc Tử Giám,Thổ Quan,Văn Miếu - Quốc Tử Giám,,
Ngách 15 Ngõ Thổ Quan - Văn Miếu - Quốc Tử Giám,Thổ Quan,Văn Miếu - Quốc Tử Giám,,
Ngách 24 Ngõ Thổ Quan - Văn Miếu - Quốc Tử Giám,Thổ Quan,Văn Miếu - Quốc Tử Giám,,
Ngách 25 Ngõ Thổ Quan - Văn Miếu - Quốc Tử Giám,Thổ Quan,Văn Miếu - Quốc Tử Giám,,
Ngách 35 Ngõ Thổ Quan - Văn Miếu - Quốc Tử Giám,Thổ Quan,Văn Miếu - Quốc Tử Giám,,
Ngõ Thổ Quan - Văn Miếu - Quốc Tử Giám,Thổ Quan,Văn Miếu - Quốc Tử Giám,"Ngõ Thổ Quan có tên cũ là ngõ Trại Khách, do khoảng những năm 1920 có một nhà buôn người Hoa (người Hoa hay được gọi là Khách, vì là khách ở trên đất Việt Nam) đã tậu 4 mẫu ruộng ở xóm Đình để xây biệt thự, trang trại, có hồ nước, nhà thuỷ tạ, vườn hoa cây cảnh, chuồng nuôi thú.",
Ngách 30 Ngõ Thông Phong - Văn Miếu - Quốc Tử Giám,Thông Phong,Văn Miếu - Quốc Tử Giám,,
Ngõ Thông Phong - Văn Miếu - Quốc Tử Giám,Thông Phong,Văn Miếu - Quốc Tử Giám,,
Ngách 49 Ngõ Tiến Bộ - Văn Miếu - Quốc Tử Giám,Tiến Bộ,Văn Miếu - Quốc Tử Giám,,
Ngách 55 Ngõ Tiến Bộ - Văn Miếu - Quốc Tử Giám,Tiến Bộ,Văn Miếu - Quốc Tử Giám,,
Ngõ Tiến Bộ - Văn Miếu - Quốc Tử Giám,Tiến Bộ,Văn Miếu - Quốc Tử Giám,,
Ngách 10 Ngõ Tô Tiền - Văn Miếu - Quốc Tử Giám,Tô Tiền,Văn Miếu - Quốc Tử Giám,,
Ngách 15 Ngõ Tô Tiền - Văn Miếu - Quốc Tử Giám,Tô Tiền,Văn Miếu - Quốc Tử Giám,,
Ngách 2 Ngõ Tô Tiền - Văn Miếu - Quốc Tử Giám,Tô Tiền,Văn Miếu - Quốc Tử Giám,,
Ngách 23 Ngõ Tô Tiền - Văn Miếu - Quốc Tử Giám,Tô Tiền,Văn Miếu - Quốc Tử Giám,,
Ngách 25 Ngõ Tô Tiền - Văn Miếu - Quốc Tử Giám,Tô Tiền,Văn Miếu - Quốc Tử Giám,,
Ngách 4 Ngõ Tô Tiền - Văn Miếu - Quốc Tử Giám,Tô Tiền,Văn Miếu - Quốc Tử Giám,,
Ngách 8 Ngõ Tô Tiền - Văn Miếu - Quốc Tử Giám,Tô Tiền,Văn Miếu - Quốc Tử Giám,,
Ngách 9 Ngõ Tô Tiền - Văn Miếu - Quốc Tử Giám,Tô Tiền,Văn Miếu - Quốc Tử Giám,,
Ngõ Tô Tiền - Văn Miếu - Quốc Tử Giám,Tô Tiền,Văn Miếu - Quốc Tử Giám,,
Ngách 221/56 Phố Tôn Đức Thắng - Văn Miếu - Quốc Tử Giám,Tôn Đức Thắng,Văn Miếu - Quốc Tử Giám,,
Ngách 221/58 Phố Tôn Đức Thắng - Văn Miếu - Quốc Tử Giám,Tôn Đức Thắng,Văn Miếu - Quốc Tử Giám,,
Ngách 221/60 Phố Tôn Đức Thắng - Văn Miếu - Quốc Tử Giám,Tôn Đức Thắng,Văn Miếu - Quốc Tử Giám,,
Ngõ 221 Phố Tôn Đức Thắng - Văn Miếu - Quốc Tử Giám,Tôn Đức Thắng,Văn Miếu - Quốc Tử Giám,,
Phố Tôn Đức Thắng - Văn Miếu - Quốc Tử Giám,Tôn Đức Thắng,Văn Miếu - Quốc Tử Giám,,
Ngách 88/4 Phố Trần Quý Cáp - Văn Miếu - Quốc Tử Giám,Trần Quý Cáp,Văn Miếu - Quốc Tử Giám,,
Ngõ 26B Trần Quý Cáp - Văn Miếu - Quốc Tử Giám,Trần Quý Cáp,Văn Miếu - Quốc Tử Giám,,
Ngõ 62 Trần Quý Cáp - Văn Miếu - Quốc Tử Giám,Trần Quý Cáp,Văn Miếu - Quốc Tử Giám,,
Ngõ 80 Trần Quý Cáp - Văn Miếu - Quốc Tử Giám,Trần Quý Cáp,Văn Miếu - Quốc Tử Giám,,
Ngõ 86 Trần Quý Cáp - Văn Miếu - Quốc Tử Giám,Trần Quý Cáp,Văn Miếu - Quốc Tử Giám,,
Ngõ 88 Trần Quý Cáp - Văn Miếu - Quốc Tử Giám,Trần Quý Cáp,Văn Miếu - Quốc Tử Giám,,
Phố Trần Quý Cáp - Văn Miếu - Quốc Tử Giám,Trần Quý Cáp,Văn Miếu - Quốc Tử Giám,,
Phố Trung Phụng - Văn Miếu - Quốc Tử Giám,Trung Phụng,Văn Miếu - Quốc Tử Giám,,
Ngách 22 Ngõ Trung Tả - Văn Miếu - Quốc Tử Giám,Trung Tả,Văn Miếu - Quốc Tử Giám,,
Ngõ Trung Tả - Văn Miếu - Quốc Tử Giám,Trung Tả,Văn Miếu - Quốc Tử Giám,,
Ngõ Trung Tiền - Văn Miếu - Quốc Tử Giám,Trung Tiền,Văn Miếu - Quốc Tử Giám,,
Ngõ Đền Tương Thuận - Văn Miếu - Quốc Tử Giám,Tương Thuận,Văn Miếu - Quốc Tử Giám,,
Ngõ Đình Tương Thuận - Văn Miếu - Quốc Tử Giám,Tương Thuận,Văn Miếu - Quốc Tử Giám,,
Ngách 128 Ngõ Văn Chương - Văn Miếu - Quốc Tử Giám,Văn Chương,Văn Miếu - Quốc Tử Giám,,
Ngách 275 Ngõ Văn Chương - Văn Miếu - Quốc Tử Giám,Văn Chương,Văn Miếu - Quốc Tử Giám,,
Ngách 33 Ngõ Văn Chương 2 - Văn Miếu - Quốc Tử Giám,Văn Chương,Văn Miếu - Quốc Tử Giám,,
Ngõ Văn Chương - Văn Miếu - Quốc Tử Giám,Văn Chương,Văn Miếu - Quốc Tử Giám,,
Ngõ Văn Chương 2 - Văn Miếu - Quốc Tử Giám,Văn Chương,Văn Miếu - Quốc Tử Giám,,
Phố Hồ Văn Chương - Văn Miếu - Quốc Tử Giám,Văn Chương,Văn Miếu - Quốc Tử Giám,,
Hẻm 28/21 Ngõ Văn Hương - Văn Miếu - Quốc Tử Giám,Văn Hương,Văn Miếu - Quốc Tử Giám,,
Ngách 28 Ngõ Văn Hương - Văn Miếu - Quốc Tử Giám,Văn Hương,Văn Miếu - Quốc Tử Giám,,
Ngách 30 Ngõ Văn Hương - Văn Miếu - Quốc Tử Giám,Văn Hương,Văn Miếu - Quốc Tử Giám,,
Ngách 87 Ngõ Văn Hương - Văn Miếu - Quốc Tử Giám,Văn Hương,Văn Miếu - Quốc Tử Giám,,
Ngách 93 Ngõ Văn Hương - Văn Miếu - Quốc Tử Giám,Văn Hương,Văn Miếu - Quốc Tử Giám,,
Phố Văn Miếu - Văn Miếu - Quốc Tử Giám,Văn Miếu,Văn Miếu - Quốc Tử Giám,,
Ngõ Vạn Ứng - Văn Miếu - Quốc Tử Giám,Vạn Ứng,Văn Miếu - Quốc Tử Giám,,
Ngõ 198 Xã Đàn - Văn Miếu - Quốc Tử Giám,Xã Đàn,Văn Miếu - Quốc Tử Giám,,
Ngõ 242 Phố Xã Đàn - Văn Miếu - Quốc Tử Giám,Xã Đàn,Văn Miếu - Quốc Tử Giám,,
Ngõ 510 Phố Xã Đàn - Văn Miếu - Quốc Tử Giám,Xã Đàn,Văn Miếu - Quốc Tử Giám,,
Ngõ 514 Phố Xã Đàn - Văn Miếu - Quốc Tử Giám,Xã Đàn,Văn Miếu - Quốc Tử Giám,,
Phố Xã Đàn - Văn Miếu - Quốc Tử Giám,Xã Đàn,Văn Miếu - Quốc Tử Giám,,
Phố Y Miếu - Văn Miếu - Quốc Tử Giám,Y Miếu,Văn Miếu - Quốc Tử Giám,,
Ngõ 4B Phố Yên Thế - Văn Miếu - Quốc Tử Giám,Yên Thế,Văn Miếu - Quốc Tử Giám,,
Ngõ Yên Thế - Văn Miếu - Quốc Tử Giám,Yên Thế,Văn Miếu - Quốc Tử Giám,,
Phố Yên Thế - Văn Miếu - Quốc Tử Giám,Yên Thế,Văn Miếu - Quốc Tử Giám,,
"Phố Tôn Đức Thắng - Văn Miếu - Quốc Tử Giám, Đống Đa",Tôn Đức Thắng,"Văn Miếu - Quốc Tử Giám, Đống Đa",,
"Phố Cát Linh - Văn Miếu - Quốc Tử Giám, Ô Chợ Dừa",Cát Linh,"Văn Miếu - Quốc Tử Giám, Ô Chợ Dừa",,
"Phố Hàng Cháo - Văn Miếu - Quốc Tử Giám, Ô Chợ Dừa",Hàng Cháo,"Văn Miếu - Quốc Tử Giám, Ô Chợ Dừa",,
"Phố Hồ Giám - Văn Miếu - Quốc Tử Giám, Ô Chợ Dừa",Hồ Giám,"Văn Miếu - Quốc Tử Giám, Ô Chợ Dừa",,
"Ngõ Huy Văn - Văn Miếu - Quốc Tử Giám, Ô Chợ Dừa",Huy Văn,"Văn Miếu - Quốc Tử Giám, Ô Chợ Dừa",,
"Phố Khâm Thiên - Văn Miếu - Quốc Tử Giám, Ô Chợ Dừa",Khâm Thiên,"Văn Miếu - Quốc Tử Giám, Ô Chợ Dừa",,
"Đường Đê La Thành - Văn Miếu - Quốc Tử Giám, Ô Chợ Dừa",La Thành,"Văn Miếu - Quốc Tử Giám, Ô Chợ Dừa",,
"Đường La Thành - Văn Miếu - Quốc Tử Giám, Ô Chợ Dừa",La Thành,"Văn Miếu - Quốc Tử Giám, Ô Chợ Dừa",,
"Phố Phan Văn Trị - Văn Miếu - Quốc Tử Giám, Ô Chợ Dừa",Phan Văn Trị,"Văn Miếu - Quốc Tử Giám, Ô Chợ Dừa",,
"Ngõ Thông Phong - Văn Miếu - Quốc Tử Giám, Ô Chợ Dừa",Thông Phong,"Văn Miếu - Quốc Tử Giám, Ô Chợ Dừa",,
"Ngõ 107A Tôn Đức Thắng - Văn Miếu - Quốc Tử Giám, Ô Chợ Dừa",Tôn Đức Thắng,"Văn Miếu - Quốc Tử Giám, Ô Chợ Dừa",,
"Ngõ 163 Phố Tôn Đức Thắng - Văn Miếu - Quốc Tử Giám, Ô Chợ Dừa",Tôn Đức Thắng,"Văn Miếu - Quốc Tử Giám, Ô Chợ Dừa",,
"Ngõ 277 Phố Tôn Đức Thắng - Văn Miếu - Quốc Tử Giám, Ô Chợ Dừa",Tôn Đức Thắng,"Văn Miếu - Quốc Tử Giám, Ô Chợ Dừa",,
"Ngõ 61 Phố Tôn Đức Thắng - Văn Miếu - Quốc Tử Giám, Ô Chợ Dừa",Tôn Đức Thắng,"Văn Miếu - Quốc Tử Giám, Ô Chợ Dừa",,
"Ngõ 83 Tôn Đức Thắng - Văn Miếu - Quốc Tử Giám, Ô Chợ Dừa",Tôn Đức Thắng,"Văn Miếu - Quốc Tử Giám, Ô Chợ Dừa",,
"Phố Tôn Đức Thắng - Văn Miếu - Quốc Tử Giám, Ô Chợ Dừa",Tôn Đức Thắng,"Văn Miếu - Quốc Tử Giám, Ô Chợ Dừa",,
"Ngõ Văn Chương - Văn Miếu - Quốc Tử Giám, Ô Chợ Dừa",Văn Chương,"Văn Miếu - Quốc Tử Giám, Ô Chợ Dừa",,
"Ngõ Văn Hương - Văn Miếu - Quốc Tử Giám, Ô Chợ Dừa",Văn Hương,"Văn Miếu - Quốc Tử Giám, Ô Chợ Dừa",,
"Phố Xã Đàn - Văn Miếu - Quốc Tử Giám, Ô Chợ Dừa",Xã Đàn,"Văn Miếu - Quốc Tử Giám, Ô Chợ Dừa",,
Ngách 38/1 Phố Bùi Thiện Ngộ - Việt Hưng,Bùi Thiện Ngộ,Việt Hưng,,
Ngách 69/2 Phố Bùi Thiện Ngộ - Việt Hưng,Bùi Thiện Ngộ,Việt Hưng,,
Ngách 69/20 Phố Bùi Thiện Ngộ - Việt Hưng,Bùi Thiện Ngộ,Việt Hưng,,
Ngõ 1 Phố Bùi Thiện Ngộ - Việt Hưng,Bùi Thiện Ngộ,Việt Hưng,,
Ngõ 21 Phố Bùi Thiện Ngộ - Việt Hưng,Bùi Thiện Ngộ,Việt Hưng,,
Ngõ 22 Phố Bùi Thiện Ngộ - Việt Hưng,Bùi Thiện Ngộ,Việt Hưng,,
Ngõ 25 Phố Bùi Thiện Ngộ - Việt Hưng,Bùi Thiện Ngộ,Việt Hưng,,
Ngõ 30 Phố Bùi Thiện Ngộ - Việt Hưng,Bùi Thiện Ngộ,Việt Hưng,,
Ngõ 37 Phố Bùi Thiện Ngộ - Việt Hưng,Bùi Thiện Ngộ,Việt Hưng,,
Ngõ 38 Phố Bùi Thiện Ngộ - Việt Hưng,Bùi Thiện Ngộ,Việt Hưng,,
Ngõ 5 Phố Bùi Thiện Ngộ - Việt Hưng,Bùi Thiện Ngộ,Việt Hưng,,
Ngõ 77 Phố Bùi Thiện Ngộ - Việt Hưng,Bùi Thiện Ngộ,Việt Hưng,,
Phố Bùi Thiện Ngộ - Việt Hưng,Bùi Thiện Ngộ,Việt Hưng,,
Ngách 39/29 Phố Đặng Vũ Hỷ - Việt Hưng,Đặng Vũ Hỷ,Việt Hưng,,
Ngách 39/81 Phố Đặng Vũ Hỷ - Việt Hưng,Đặng Vũ Hỷ,Việt Hưng,,
Ngách 7/32 Phố Đặng Vũ Hỷ - Việt Hưng,Đặng Vũ Hỷ,Việt Hưng,,
Ngõ 2 Phố Đặng Vũ Hỷ - Việt Hưng,Đặng Vũ Hỷ,Việt Hưng,,
Ngõ 22 Phố Đặng Vũ Hỷ - Việt Hưng,Đặng Vũ Hỷ,Việt Hưng,,
Ngõ 31 Phố Đặng Vũ Hỷ - Việt Hưng,Đặng Vũ Hỷ,Việt Hưng,,
Ngõ 37 Phố Đặng Vũ Hỷ - Việt Hưng,Đặng Vũ Hỷ,Việt Hưng,,
Ngõ 39 Phố Đặng Vũ Hỷ - Việt Hưng,Đặng Vũ Hỷ,Việt Hưng,,
Ngõ 7 Phố Đặng Vũ Hỷ - Việt Hưng,Đặng Vũ Hỷ,Việt Hưng,,
Ngõ 8 Phố Đặng Vũ Hỷ - Việt Hưng,Đặng Vũ Hỷ,Việt Hưng,,
Phố Đặng Vũ Hỷ - Việt Hưng,Đặng Vũ Hỷ,Việt Hưng,,
Ngõ 19 Phố Đào Đình Luyện - Việt Hưng,Đào Đình Luyện,Việt Hưng,,TRUE
Ngõ 35 Phố Đào Đình Luyện - Việt Hưng,Đào Đình Luyện,Việt Hưng,,TRUE
Ngõ 85 Phố Đào Đình Luyện - Việt Hưng,Đào Đình Luyện,Việt Hưng,,TRUE
Phố Đào Đình Luyện - Việt Hưng,Đào Đình Luyện,Việt Hưng,,TRUE
Ngõ 4 Phố Đào Hinh - Việt Hưng,Đào Hinh,Việt Hưng,,
Phố Đào Hinh - Việt Hưng,Đào Hinh,Việt Hưng,,
Ngách 1/2 Phố Đào Thế Tuấn - Việt Hưng,Đào Thế Tuấn,Việt Hưng,,
Ngõ 1 Phố Đào Thế Tuấn - Việt Hưng,Đào Thế Tuấn,Việt Hưng,,
Ngõ 10 Phố Đào Thế Tuấn - Việt Hưng,Đào Thế Tuấn,Việt Hưng,,
Ngõ 23 Phố Đào Thế Tuấn - Việt Hưng,Đào Thế Tuấn,Việt Hưng,,
Phố Đào Thế Tuấn - Việt Hưng,Đào Thế Tuấn,Việt Hưng,,
Phố Đào Văn Tập - Việt Hưng,Đào Văn Tập,Việt Hưng,,
Phố Đoàn Khuê - Việt Hưng,Đoàn Khuê,Việt Hưng,,
Phố Đoàn Văn Minh - Việt Hưng,Đoàn Văn Minh,Việt Hưng,,
Đường Đồng Thanh - Việt Hưng,Đồng Thanh,Việt Hưng,,
Cầu Đông Trù - Việt Hưng,Đông Trù,Việt Hưng,,
Hẻm 210/32/15 Phố Đức Giang - Việt Hưng,Đức Giang,Việt Hưng,,
Hẻm 210/35/16 Phố Đức Giang - Việt Hưng,Đức Giang,Việt Hưng,,
Hẻm 44/23/2 Phố Đức Giang - Việt Hưng,Đức Giang,Việt Hưng,,
Hẻm 44/23/2/1 Phố Đức Giang - Việt Hưng,Đức Giang,Việt Hưng,,
Hẻm 44/58/11 Phố Đức Giang - Việt Hưng,Đức Giang,Việt Hưng,,
Hẻm 44/58/16 Phố Đức Giang - Việt Hưng,Đức Giang,Việt Hưng,,
Hẻm 44/58/17 Phố Đức Giang - Việt Hưng,Đức Giang,Việt Hưng,,
Hẻm 44/58/21 Phố Đức Giang - Việt Hưng,Đức Giang,Việt Hưng,,
Hẻm 44/58/29 Phố Đức Giang - Việt Hưng,Đức Giang,Việt Hưng,,
Hẻm 44/58/34 Phố Đức Giang - Việt Hưng,Đức Giang,Việt Hưng,,
Hẻm 44/58/36 Phố Đức Giang - Việt Hưng,Đức Giang,Việt Hưng,,
Hẻm 44/58/37 Phố Đức Giang - Việt Hưng,Đức Giang,Việt Hưng,,
Hẻm 44/58/39 Phố Đức Giang - Việt Hưng,Đức Giang,Việt Hưng,,
Hẻm 44/58/41 Phố Đức Giang - Việt Hưng,Đức Giang,Việt Hưng,,
Hẻm 44/58/42 Phố Đức Giang - Việt Hưng,Đức Giang,Việt Hưng,,
Hẻm 44/58/6 Phố Đức Giang - Việt Hưng,Đức Giang,Việt Hưng,,
Hẻm 44/58/63 Phố Đức Giang - Việt Hưng,Đức Giang,Việt Hưng,,
Hẻm 44/58/9 Phố Đức Giang - Việt Hưng,Đức Giang,Việt Hưng,,
Hẻm 53/103/25 Phố Đức Giang - Việt Hưng,Đức Giang,Việt Hưng,,
Hẻm 53/81/3 Phố Đức Giang - Việt Hưng,Đức Giang,Việt Hưng,,
Hẻm 53/81/30 Phố Đức Giang - Việt Hưng,Đức Giang,Việt Hưng,,
Hẻm 99/1/2 Phố Đức Giang - Việt Hưng,Đức Giang,Việt Hưng,,
Hẻm 99/1/4 Phố Đức Giang - Việt Hưng,Đức Giang,Việt Hưng,,
Hẻm 99/1/6 Phố Đức Giang - Việt Hưng,Đức Giang,Việt Hưng,,
Hẻm 99/47/14 Phố Đức Giang - Việt Hưng,Đức Giang,Việt Hưng,,
Hẻm 99/47/28 Phố Đức Giang - Việt Hưng,Đức Giang,Việt Hưng,,
